endTime,artistName,trackName,msPlayed,month
2021-06-03T20:08:00Z,lovelytheband,loneliness for love,106035,June 2021
2021-06-03T20:12:00Z,The Collection,Beautiful Life,255456,June 2021
2021-06-03T20:15:00Z,Back to Yours,Feeling,195018,June 2021
2021-06-03T20:19:00Z,Wyatt Donaldson,Our First Love Song,255557,June 2021
2021-06-03T20:23:00Z,Lime Cordiale,Waking Up Easy,236808,June 2021
2021-06-03T20:26:00Z,Chance Emerson,Wandering Mind,181564,June 2021
2021-06-03T20:30:00Z,Jef Miles,Take It Back,220473,June 2021
2021-06-03T20:33:00Z,Transviolet,Long Shot - Mount Pleasant Remix,223589,June 2021
2021-06-03T20:37:00Z,Aloe Blacc,Hold On Tight,228120,June 2021
2021-06-03T20:41:00Z,Ruston Kelly,Mockingbird,277293,June 2021
2021-06-03T20:45:00Z,Prince of Eden,Mammal Talk,196000,June 2021
2021-06-03T20:47:00Z,Hand Made House,In Bloom,155333,June 2021
2021-06-03T20:48:00Z,Fitz and The Tantrums,I Just Wanna Shine - Acoustic,29280,June 2021
2021-06-03T21:02:00Z,The World of Birds,Wish You Were Here,23509,June 2021
2021-06-03T21:02:00Z,The World of Birds,Wish You Were Here,6890,June 2021
2021-06-03T21:05:00Z,Fitz and The Tantrums,I Just Wanna Shine - Acoustic,181387,June 2021
2021-06-03T21:07:00Z,Hand Made House,In Bloom,155333,June 2021
2021-06-03T21:10:00Z,Prince of Eden,Mammal Talk,154519,June 2021
2021-06-03T21:11:00Z,Ruston Kelly,Mockingbird,39530,June 2021
2021-06-03T21:13:00Z,Aloe Blacc,Hold On Tight,134848,June 2021
2021-06-04T16:29:00Z,Billie Eilish,Lost Cause,212496,June 2021
2021-06-04T16:31:00Z,Dierks Bentley,Black - Dave Audé Remix,169271,June 2021
2021-06-04T16:34:00Z,Coldplay,Higher Power - Tiësto Remix,136565,June 2021
2021-06-04T16:37:00Z,blackbear,u love u (with Tate McRae),189062,June 2021
2021-06-04T16:38:00Z,BRELAND,Throw It Back (feat. Keith Urban),15168,June 2021
2021-06-04T16:38:00Z,Sia,Eye To Eye (Slowz Sunrise Remix) - feat. Ultra Naté,53356,June 2021
2021-06-04T16:41:00Z,Imagine Dragons,Follow You - Summer ’21 Version,172945,June 2021
2021-06-04T16:45:00Z,TerribleTim,Brothermanbill,231200,June 2021
2021-06-04T16:48:00Z,Cheat Codes,Stay,193837,June 2021
2021-06-04T16:49:00Z,Hayden Stanford,Holiday,109784,June 2021
2021-06-04T16:52:00Z,Matt Maeson,Nelsonwood Lane,123807,June 2021
2021-06-04T16:54:00Z,Diplo,One By One - Angelos Remix,125141,June 2021
2021-06-04T16:56:00Z,Hotboii,Nobody Special (with Future),169500,June 2021
2021-06-04T16:58:00Z,ILLENIUM,Sideways (feat. Valerie Broussard) - Laidback Luke Remix,81781,June 2021
2021-06-04T17:01:00Z,Surfaces,So Far Away,207375,June 2021
2021-06-04T17:03:00Z,John Mayer,Last Train Home,122200,June 2021
2021-06-04T17:07:00Z,Gryffin,Best Is Yet To Come (with Kyle Reynolds),215201,June 2021
2021-06-04T17:09:00Z,VOILÀ,Chanel No. 5,156379,June 2021
2021-06-04T17:10:00Z,Styx,Reveries,14784,June 2021
2021-06-04T18:13:00Z,Marc E. Bassy,Trouble,38378,June 2021
2021-06-04T18:17:00Z,Spectre Jones,Habit,289014,June 2021
2021-06-04T18:18:00Z,Chris Jobe,Love in the Morning,26257,June 2021
2021-06-04T18:21:00Z,Cheat Codes,Stay,193837,June 2021
2021-06-04T18:26:00Z,Joe Hertler & The Rainbow Seekers,Passing Through,300200,June 2021
2021-06-04T18:30:00Z,Patrick Martin,Cinema Love,228196,June 2021
2021-06-04T18:33:00Z,The World of Birds,Wish You Were Here,217513,June 2021
2021-06-04T18:36:00Z,Zac Brown,Spend It All On You - Petey Remix,157786,June 2021
2021-06-04T18:39:00Z,Wayley,Ready for It All,171433,June 2021
2021-06-04T18:43:00Z,Wesley Dean,Maggie Ray,245435,June 2021
2021-06-04T18:44:00Z,Okay Mann,It Won't Be Long,77599,June 2021
2021-06-04T18:46:00Z,Jaymes Young,Happiest Year - Prince Fox Remix,155806,June 2021
2021-06-04T18:51:00Z,Bedon,Untitled,280597,June 2021
2021-06-04T18:55:00Z,lovelytheband,loneliness for love,235847,June 2021
2021-06-07T19:16:00Z,The Collection,Beautiful Life,255456,June 2021
2021-06-07T19:20:00Z,Wilderado,Surefire - Piano,241302,June 2021
2021-06-07T19:23:00Z,Mr. Popular,When It Rains,157500,June 2021
2021-06-07T19:26:00Z,Virginia To Vegas,better with you,191826,June 2021
2021-06-07T19:29:00Z,PUBLIC,Honey In The Summer - COASTR. Remix,225000,June 2021
2021-06-07T19:33:00Z,Becca VanDerbeck,Summertime,202173,June 2021
2021-06-07T19:33:00Z,Olmos,Cherry on Top (feat. Kyle Reynolds),24387,June 2021
2021-06-07T19:35:00Z,Sadie Hawkins,The Way You Break My Heart,117888,June 2021
2021-06-07T19:39:00Z,The Good Husbands,In Bloom,259709,June 2021
2021-06-07T19:43:00Z,Kiso,Gold,215172,June 2021
2021-06-07T19:46:00Z,Opia,Beverly Blues,181864,June 2021
2021-06-07T19:49:00Z,WHATEVER WE ARE,CHURCH,193195,June 2021
2021-06-07T19:53:00Z,Memory Lapse,The Summer,243905,June 2021
2021-06-07T19:56:00Z,The Icarus Account,Margaritas,200186,June 2021
2021-06-07T20:00:00Z,Cozmoe,The Long Way Home,254545,June 2021
2021-06-07T20:03:00Z,Aaron Kates,Everybody You Hurt,184545,June 2021
2021-06-07T20:07:00Z,Kid Quill,Kids in the Summer,240240,June 2021
2021-06-07T20:10:00Z,Ferris,Good Vibes,166024,June 2021
2021-06-07T20:13:00Z,Nextlife,Be Better,203414,June 2021
2021-06-07T20:15:00Z,Basic Tape,Feel the Same,145518,June 2021
2021-06-07T20:18:00Z,YOG$,San Francisco,185498,June 2021
2021-06-07T20:23:00Z,Arkells,Quitting You,252346,June 2021
2021-06-07T20:25:00Z,Bay Ledges,June,172274,June 2021
2021-06-07T20:28:00Z,Tre Breezy,The Motion,189287,June 2021
2021-06-07T20:32:00Z,Mantaraybryn,Runaway Goliath,237630,June 2021
2021-06-07T20:35:00Z,Morningsiders,How Good It Is,194523,June 2021
2021-06-07T20:39:00Z,Abe Parker,Seventeen,204558,June 2021
2021-06-07T20:42:00Z,Osei The Seventh,Café Deluxe,180362,June 2021
2021-06-07T20:45:00Z,Crash Adams,Caroline,200337,June 2021
2021-06-07T20:47:00Z,Paul Williams,Clouston Bridge,121533,June 2021
2021-06-07T20:51:00Z,Wix Patton,100 Miles,242520,June 2021
2021-06-07T20:55:00Z,Wilderado,Surefire - Piano,241302,June 2021
2021-06-07T20:57:00Z,Mr. Popular,When It Rains,157500,June 2021
2021-06-07T21:01:00Z,Virginia To Vegas,better with you,191826,June 2021
2021-06-07T21:04:00Z,PUBLIC,Honey In The Summer - COASTR. Remix,225000,June 2021
2021-06-07T21:08:00Z,Becca VanDerbeck,Summertime,202173,June 2021
2021-06-07T21:11:00Z,Olmos,Cherry on Top (feat. Kyle Reynolds),196129,June 2021
2021-06-07T21:16:00Z,Sadie Hawkins,The Way You Break My Heart,251557,June 2021
2021-06-07T21:21:00Z,The Good Husbands,In Bloom,259709,June 2021
2021-06-07T21:24:00Z,Kiso,Gold,215172,June 2021
2021-06-07T21:27:00Z,Opia,Beverly Blues,181864,June 2021
2021-06-07T21:30:00Z,WHATEVER WE ARE,CHURCH,193195,June 2021
2021-06-07T21:34:00Z,Memory Lapse,The Summer,243905,June 2021
2021-06-07T21:37:00Z,The Icarus Account,Margaritas,200186,June 2021
2021-06-07T21:42:00Z,Cozmoe,The Long Way Home,254545,June 2021
2021-06-07T21:45:00Z,Aaron Kates,Everybody You Hurt,184545,June 2021
2021-06-08T22:55:00Z,Cheat Codes,Stay,193837,June 2021
2021-06-08T22:57:00Z,Skrizzly Adams,Too Close To Fire,163832,June 2021
2021-06-09T19:17:00Z,Kid Quill,Kids in the Summer,40518,June 2021
2021-06-09T19:18:00Z,Sumbuck,Just like You,61820,June 2021
2021-06-09T19:18:00Z,Late Night Thoughts,Dust,19010,June 2021
2021-06-09T19:24:00Z,Sumbuck,Kissing Days (On the Pier),261418,June 2021
2021-06-09T19:29:00Z,Sumbuck,Run so Wild,276538,June 2021
2021-06-09T19:38:00Z,Sumbuck,Spin,339135,June 2021
2021-06-09T19:41:00Z,Sumbuck,Heartbreak Swing,209015,June 2021
2021-06-09T19:45:00Z,Sumbuck,Sy*z*y*gy,228241,June 2021
2021-06-09T19:48:00Z,Sumbuck,Kid,178998,June 2021
2021-06-09T19:53:00Z,Sumbuck,Just like You,310774,June 2021
2021-06-09T19:57:00Z,Sumbuck,Change is Fine,228702,June 2021
2021-06-09T19:58:00Z,Sumbuck,"Kick it Off, Lee",54915,June 2021
2021-06-09T20:02:00Z,Sumbuck,Ancient Kind,206677,June 2021
2021-06-09T20:04:00Z,Sumbuck,"Hope,",164370,June 2021
2021-06-09T20:08:00Z,Sumbuck,And All that a Forest Can Give,246210,June 2021
2021-06-09T20:13:00Z,Sumbuck,Run so Wild,276538,June 2021
2021-06-09T20:16:00Z,Sumbuck,Kid,178998,June 2021
2021-06-09T20:20:00Z,Sumbuck,Sy*z*y*gy,228241,June 2021
2021-06-09T20:24:00Z,Sumbuck,Kissing Days (On the Pier),261418,June 2021
2021-06-09T20:38:00Z,Sumbuck,Tigersharks,9493,June 2021
2021-06-09T20:39:00Z,Mr. Popular,When It Rains,4117,June 2021
2021-06-09T20:42:00Z,Virginia To Vegas,better with you,191826,June 2021
2021-06-09T20:45:00Z,PUBLIC,Honey In The Summer - COASTR. Remix,225000,June 2021
2021-06-09T20:49:00Z,Becca VanDerbeck,Summertime,202173,June 2021
2021-06-09T20:52:00Z,Olmos,Cherry on Top (feat. Kyle Reynolds),196129,June 2021
2021-06-09T20:56:00Z,Sadie Hawkins,The Way You Break My Heart,251557,June 2021
2021-06-09T21:00:00Z,The Good Husbands,In Bloom,259709,June 2021
2021-06-09T21:04:00Z,Kiso,Gold,215172,June 2021
2021-06-09T21:07:00Z,Opia,Beverly Blues,181864,June 2021
2021-06-09T21:10:00Z,WHATEVER WE ARE,CHURCH,193195,June 2021
2021-06-09T21:14:00Z,Memory Lapse,The Summer,243905,June 2021
2021-06-09T21:17:00Z,The Icarus Account,Margaritas,200186,June 2021
2021-06-09T21:21:00Z,Cozmoe,The Long Way Home,254545,June 2021
2021-06-09T21:24:00Z,Aaron Kates,Everybody You Hurt,184545,June 2021
2021-06-09T21:28:00Z,Kid Quill,Kids in the Summer,240240,June 2021
2021-06-09T21:31:00Z,Ferris,Good Vibes,166024,June 2021
2021-06-09T21:34:00Z,Nextlife,Be Better,203414,June 2021
2021-06-09T21:36:00Z,Basic Tape,Feel the Same,145518,June 2021
2021-06-09T22:50:00Z,Sumbuck,Tigersharks,153982,June 2021
2021-06-09T22:50:00Z,YOG$,San Francisco,36387,June 2021
2021-06-09T22:54:00Z,Cozmoe,The Long Way Home,254545,June 2021
2021-06-09T22:55:00Z,Tre Breezy,The Motion,5950,June 2021
2021-06-09T22:55:00Z,Virginia To Vegas,better with you,54614,June 2021
2021-06-09T22:55:00Z,Ferris,Good Vibes,4330,June 2021
2021-06-09T23:02:00Z,Bay Ledges,June,172274,June 2021
2021-06-09T23:03:00Z,Sadie Hawkins,The Way You Break My Heart,61185,June 2021
2021-06-11T18:04:00Z,Zac Brown Band,Same Boat,23700,June 2021
2021-06-11T18:07:00Z,X Ambassadors,My Own Monster,185585,June 2021
2021-06-11T18:11:00Z,Gucci Mane,Like 34 & 8 (feat. Pooh Shiesty),45574,June 2021
2021-06-11T18:11:00Z,AkKasper,On My Mind,3940,June 2021
2021-06-11T18:12:00Z,Weezer,"Tell Me What You Want (From ""Wave Break"")",12570,June 2021
2021-06-11T18:12:00Z,Abstract,Out The Door,6820,June 2021
2021-06-11T18:12:00Z,Eminem,Killer (feat. Jack Harlow & Cordae) - Remix,10020,June 2021
2021-06-11T18:13:00Z,Kid Quill,Kids in the Summer,31510,June 2021
2021-06-11T18:13:00Z,Abe Parker,Seventeen,32430,June 2021
2021-06-11T18:17:00Z,Becca VanDerbeck,Summertime,117090,June 2021
2021-06-11T18:20:00Z,Sadie Hawkins,The Way You Break My Heart,206343,June 2021
2021-06-11T18:23:00Z,Bay Ledges,June,172274,June 2021
2021-06-11T18:26:00Z,Aaron Kates,Everybody You Hurt,184545,June 2021
2021-06-11T18:29:00Z,Crash Adams,Caroline,200337,June 2021
2021-06-11T18:33:00Z,Opia,Beverly Blues,181864,June 2021
2021-06-11T18:37:00Z,Cozmoe,The Long Way Home,254545,June 2021
2021-06-11T18:40:00Z,Kiso,Gold,215172,June 2021
2021-06-11T18:44:00Z,Tre Breezy,The Motion,189287,June 2021
2021-06-11T18:47:00Z,Morningsiders,How Good It Is,194523,June 2021
2021-06-11T18:50:00Z,Nextlife,Be Better,203414,June 2021
2021-06-11T18:53:00Z,Mr. Popular,When It Rains,157500,June 2021
2021-06-11T18:56:00Z,WHATEVER WE ARE,CHURCH,193195,June 2021
2021-06-11T19:00:00Z,Wix Patton,100 Miles,242520,June 2021
2021-06-11T19:03:00Z,Basic Tape,Feel the Same,145518,June 2021
2021-06-11T19:06:00Z,YOG$,San Francisco,185498,June 2021
2021-06-11T19:09:00Z,Osei The Seventh,Café Deluxe,180362,June 2021
2021-06-11T19:12:00Z,The Icarus Account,Margaritas,200186,June 2021
2021-06-11T19:16:00Z,Memory Lapse,The Summer,243905,June 2021
2021-06-11T19:20:00Z,The Good Husbands,In Bloom,259709,June 2021
2021-06-11T19:24:00Z,Wilderado,Surefire - Piano,241302,June 2021
2021-06-11T19:27:00Z,Ferris,Good Vibes,166024,June 2021
2021-06-11T19:33:00Z,Mantaraybryn,Runaway Goliath,237630,June 2021
2021-06-11T19:37:00Z,Olmos,Cherry on Top (feat. Kyle Reynolds),196129,June 2021
2021-06-11T19:41:00Z,Arkells,Quitting You,252346,June 2021
2021-06-11T19:42:00Z,Paul Williams,Clouston Bridge,45100,June 2021
2021-06-11T19:42:00Z,Virginia To Vegas,better with you,18410,June 2021
2021-06-11T19:46:00Z,Abe Parker,Seventeen,37380,June 2021
2021-06-11T19:46:00Z,PUBLIC,Honey In The Summer - COASTR. Remix,225000,June 2021
2021-06-11T19:50:00Z,Kid Quill,Kids in the Summer,240240,June 2021
2021-06-11T19:54:00Z,Becca VanDerbeck,Summertime,202173,June 2021
2021-06-11T19:58:00Z,Sadie Hawkins,The Way You Break My Heart,251557,June 2021
2021-06-11T20:01:00Z,Bay Ledges,June,172274,June 2021
2021-06-11T20:04:00Z,Aaron Kates,Everybody You Hurt,184545,June 2021
2021-06-11T20:07:00Z,Crash Adams,Caroline,200337,June 2021
2021-06-11T20:10:00Z,Opia,Beverly Blues,181864,June 2021
2021-06-11T20:10:00Z,Cozmoe,The Long Way Home,12475,June 2021
2021-06-12T19:45:00Z,Tall Tree Tales,Calahonda,199666,June 2021
2021-06-12T19:48:00Z,X Ambassadors,My Own Monster,185585,June 2021
2021-06-12T19:51:00Z,Yam Haus,Groovin' (That Feel Good Song),187445,June 2021
2021-06-12T20:00:00Z,Vance Joy,Saturday Sun,214720,June 2021
2021-06-12T20:04:00Z,Sadie Hawkins,The Way You Break My Heart,251557,June 2021
2021-06-12T20:08:00Z,The National Parks,Wind & Anchor,188493,June 2021
2021-06-12T20:16:00Z,MAGIC GIANT,Celebrate The Reckless,277466,June 2021
2021-06-12T20:19:00Z,Marc Scibilia,90's (U.S. Version),191733,June 2021
2021-06-12T20:22:00Z,Joy Oladokun,Bigger Man (with Maren Morris),186986,June 2021
2021-06-12T20:27:00Z,Mumford & Sons,Little Lion Man,246973,June 2021
2021-06-12T20:29:00Z,Zach Berkman,Where the Wind Blows,167198,June 2021
2021-06-12T20:31:00Z,Ben Rector,"30,000 Feet",91333,June 2021
2021-06-12T20:39:00Z,Caamp,26,80810,June 2021
2021-06-12T20:42:00Z,X Ambassadors,My Own Monster,185585,June 2021
2021-06-12T20:43:00Z,Sheppard,Geronimo,41364,June 2021
2021-06-12T20:47:00Z,The Head And The Heart,Lost in My Mind,259120,June 2021
2021-06-12T20:50:00Z,Freedom Fry,Shaky Ground,192893,June 2021
2021-06-12T20:54:00Z,NEEDTOBREATHE,Brother (feat. Gavin DeGraw),208205,June 2021
2021-06-12T20:59:00Z,Penny and Sparrow,Eloise - UTAH Remix,275035,June 2021
2021-06-12T21:02:00Z,Sam Burchfield,The Last of the Honey Bees,230000,June 2021
2021-06-12T21:06:00Z,Jude Barclay,Breaks My Soul,240000,June 2021
2021-06-12T21:10:00Z,Valley,Swim - Reprise,233933,June 2021
2021-06-12T21:14:00Z,Caamp,Strawberries,219344,June 2021
2021-06-12T21:17:00Z,Craig Cardiff,Dirty Old Town - FTSE Remix,199875,June 2021
2021-06-12T21:26:00Z,Wild Rivers,Small Talk,166139,June 2021
2021-06-12T21:28:00Z,Caamp,Vagabond,129463,June 2021
2021-06-12T21:32:00Z,DISPATCH,The General,246920,June 2021
2021-06-12T21:36:00Z,Jervis Campbell,Garden,196257,June 2021
2021-06-12T21:39:00Z,Caamp,Misty,224445,June 2021
2021-06-12T21:43:00Z,Joy Oladokun,sunday,193768,June 2021
2021-06-12T21:43:00Z,Mumford & Sons,The Cave,48378,June 2021
2021-06-13T18:31:00Z,KALEO,Skinny,426,June 2021
2021-06-13T18:34:00Z,X Ambassadors,My Own Monster,185585,June 2021
2021-06-13T18:38:00Z,KALEO,Skinny,222316,June 2021
2021-06-13T18:41:00Z,DREAMERS,Palm Reader - All Time Low Remix,173207,June 2021
2021-06-13T18:44:00Z,Arkells,All Roads,178170,June 2021
2021-06-13T18:46:00Z,Skrizzly Adams,Bad Desires,140445,June 2021
2021-06-13T18:49:00Z,X Ambassadors,torture (with Earl St. Clair),161669,June 2021
2021-06-13T18:52:00Z,JP Saxe,More of You,154186,June 2021
2021-06-13T18:56:00Z,KALEO,Hey Gringo,284798,June 2021
2021-06-13T19:00:00Z,BANNERS,If I Didn't Have You,225847,June 2021
2021-06-13T19:04:00Z,Young Rising Sons,Last Week on a Friday,200886,June 2021
2021-06-13T19:06:00Z,X Ambassadors,BOOM,164586,June 2021
2021-06-13T19:08:00Z,Welshly Arms,I Will Overcome,114233,June 2021
2021-06-14T16:08:00Z,Driftwood,Lay Like You Do,890,June 2021
2021-06-14T16:08:00Z,Welshly Arms,I Will Overcome,11970,June 2021
2021-06-14T16:08:00Z,Coleman Hell,Come Over,13290,June 2021
2021-06-14T16:11:00Z,Run River North,Wake Up,191013,June 2021
2021-06-14T16:14:00Z,Jorm,Dock of the Bay,190500,June 2021
2021-06-14T16:18:00Z,Wildflowers,17,240625,June 2021
2021-06-14T16:19:00Z,Rainbow Kitten Surprise,All That and More (Sailboat),23481,June 2021
2021-06-14T16:19:00Z,Iman,Vibration,2410,June 2021
2021-06-14T16:19:00Z,Todd Carey,Matthew Mcconaughey - La Felix Remix,2580,June 2021
2021-06-14T16:22:00Z,Goghi,Wolverine,210037,June 2021
2021-06-14T16:26:00Z,Forest Blakk,Love Me - BYNON Remix,214582,June 2021
2021-06-14T16:29:00Z,Driftwood,Lay Like You Do,200742,June 2021
2021-06-14T16:33:00Z,Katastrophic,Make It Right,198138,June 2021
2021-06-14T16:36:00Z,We Three,"hold me, baby",199626,June 2021
2021-06-14T16:39:00Z,Ky Rodgers,Apex,201370,June 2021
2021-06-14T16:42:00Z,Myles Parrish,Dixie Cup,165000,June 2021
2021-06-14T16:45:00Z,Birds of Bellwoods,Melatonin,189209,June 2021
2021-06-14T16:48:00Z,Riley Thomas,Roommate,159235,June 2021
2021-06-14T16:52:00Z,Hudson Thames,Last Call,216346,June 2021
2021-06-14T16:55:00Z,Jeff Pianki,Song About,219320,June 2021
2021-06-14T16:58:00Z,Ollie Joseph,Mexico,174672,June 2021
2021-06-14T17:03:00Z,Famous Exchange,Emocean,260832,June 2021
2021-06-14T17:04:00Z,Grady,500 Days of Summer,113764,June 2021
2021-06-14T17:07:00Z,Rookie,I Freaking Love You,175534,June 2021
2021-06-14T17:10:00Z,PLÜM,SØS (Remix),163960,June 2021
2021-06-14T17:14:00Z,Francis Aud,Without You,226871,June 2021
2021-06-14T17:17:00Z,Thoreau,Dunno,195000,June 2021
2021-06-14T17:20:00Z,Cody Sherman,Everything You Do,179154,June 2021
2021-06-14T17:24:00Z,Yoke Lore,Dead Ringer,219961,June 2021
2021-06-14T17:27:00Z,WESLEY,HOME,186413,June 2021
2021-06-14T17:30:00Z,Beoga,Let You Go (feat. Anderson East),164266,June 2021
2021-06-14T17:34:00Z,The Thing With Feathers,Figure It Out,240841,June 2021
2021-06-14T17:38:00Z,The Hussey Brothers,Ohio,233980,June 2021
2021-06-14T17:41:00Z,Run River North,Wake Up,191013,June 2021
2021-06-14T17:44:00Z,Wildflowers,17,12421,June 2021
2021-06-14T17:44:00Z,Jorm,Dock of the Bay,190500,June 2021
2021-06-14T18:11:00Z,Wildflowers,17,228203,June 2021
2021-06-14T18:13:00Z,Rainbow Kitten Surprise,All That and More (Sailboat),171025,June 2021
2021-06-14T18:17:00Z,Iman,Vibration,188599,June 2021
2021-06-14T18:21:00Z,Todd Carey,Matthew Mcconaughey - La Felix Remix,260946,June 2021
2021-06-14T18:24:00Z,Goghi,Wolverine,210037,June 2021
2021-06-14T18:28:00Z,Forest Blakk,Love Me - BYNON Remix,214582,June 2021
2021-06-14T18:31:00Z,Driftwood,Lay Like You Do,200742,June 2021
2021-06-14T18:34:00Z,Katastrophic,Make It Right,198138,June 2021
2021-06-14T18:37:00Z,We Three,"hold me, baby",199626,June 2021
2021-06-14T18:41:00Z,Ky Rodgers,Apex,201370,June 2021
2021-06-14T18:43:00Z,Myles Parrish,Dixie Cup,165000,June 2021
2021-06-14T18:46:00Z,Birds of Bellwoods,Melatonin,189209,June 2021
2021-06-14T18:49:00Z,Riley Thomas,Roommate,159235,June 2021
2021-06-14T18:53:00Z,Hudson Thames,Last Call,216346,June 2021
2021-06-14T18:56:00Z,Jeff Pianki,Song About,219320,June 2021
2021-06-14T18:59:00Z,Ollie Joseph,Mexico,174672,June 2021
2021-06-14T19:03:00Z,Famous Exchange,Emocean,260831,June 2021
2021-06-14T19:05:00Z,Grady,500 Days of Summer,113764,June 2021
2021-06-14T19:08:00Z,Rookie,I Freaking Love You,175534,June 2021
2021-06-14T19:11:00Z,PLÜM,SØS (Remix),163960,June 2021
2021-06-14T19:14:00Z,Francis Aud,Without You,226870,June 2021
2021-06-14T19:17:00Z,Thoreau,Dunno,195000,June 2021
2021-06-14T19:20:00Z,Cody Sherman,Everything You Do,179154,June 2021
2021-06-14T19:24:00Z,Yoke Lore,Dead Ringer,219961,June 2021
2021-06-14T19:27:00Z,WESLEY,HOME,186413,June 2021
2021-06-14T19:30:00Z,Beoga,Let You Go (feat. Anderson East),164266,June 2021
2021-06-14T19:33:00Z,The Thing With Feathers,Figure It Out,240841,June 2021
2021-06-14T19:37:00Z,The Hussey Brothers,Ohio,233980,June 2021
2021-06-14T19:40:00Z,Run River North,Wake Up,191013,June 2021
2021-06-14T19:44:00Z,Jorm,Dock of the Bay,190500,June 2021
2021-06-14T19:47:00Z,Wildflowers,17,240625,June 2021
2021-06-14T19:50:00Z,Rainbow Kitten Surprise,All That and More (Sailboat),171025,June 2021
2021-06-14T19:53:00Z,Iman,Vibration,188599,June 2021
2021-06-14T19:58:00Z,Todd Carey,Matthew Mcconaughey - La Felix Remix,260946,June 2021
2021-06-14T20:01:00Z,Goghi,Wolverine,210037,June 2021
2021-06-14T20:04:00Z,Forest Blakk,Love Me - BYNON Remix,214582,June 2021
2021-06-14T20:08:00Z,Driftwood,Lay Like You Do,200742,June 2021
2021-06-14T20:13:00Z,Katastrophic,Make It Right,198138,June 2021
2021-06-14T20:16:00Z,We Three,"hold me, baby",199626,June 2021
2021-06-14T20:19:00Z,Ky Rodgers,Apex,201370,June 2021
2021-06-14T20:22:00Z,Myles Parrish,Dixie Cup,165000,June 2021
2021-06-14T20:25:00Z,Birds of Bellwoods,Melatonin,189209,June 2021
2021-06-14T20:27:00Z,Riley Thomas,Roommate,159235,June 2021
2021-06-14T20:31:00Z,Hudson Thames,Last Call,216346,June 2021
2021-06-14T20:34:00Z,Jeff Pianki,Song About,219320,June 2021
2021-06-14T20:37:00Z,Ollie Joseph,Mexico,174672,June 2021
2021-06-14T20:42:00Z,Famous Exchange,Emocean,260832,June 2021
2021-06-14T20:43:00Z,Grady,500 Days of Summer,113764,June 2021
2021-06-14T20:46:00Z,Rookie,I Freaking Love You,175534,June 2021
2021-06-14T20:49:00Z,PLÜM,SØS (Remix),163960,June 2021
2021-06-14T20:53:00Z,Francis Aud,Without You,226871,June 2021
2021-06-14T20:59:00Z,Thoreau,Dunno,195000,June 2021
2021-06-14T21:01:00Z,Cody Sherman,Everything You Do,179154,June 2021
2021-06-14T21:05:00Z,Yoke Lore,Dead Ringer,219961,June 2021
2021-06-14T21:08:00Z,WESLEY,HOME,186413,June 2021
2021-06-14T21:11:00Z,Beoga,Let You Go (feat. Anderson East),164266,June 2021
2021-06-14T21:15:00Z,The Thing With Feathers,Figure It Out,240841,June 2021
2021-06-14T21:15:00Z,The Hussey Brothers,Ohio,41389,June 2021
2021-06-14T21:34:00Z,Run River North,Wake Up,191013,June 2021
2021-06-14T21:37:00Z,Jorm,Dock of the Bay,190500,June 2021
2021-06-14T21:41:00Z,Wildflowers,17,240625,June 2021
2021-06-14T21:44:00Z,Rainbow Kitten Surprise,All That and More (Sailboat),171025,June 2021
2021-06-14T21:48:00Z,Iman,Vibration,188599,June 2021
2021-06-14T21:53:00Z,Todd Carey,Matthew Mcconaughey - La Felix Remix,260946,June 2021
2021-06-14T21:56:00Z,Goghi,Wolverine,210037,June 2021
2021-06-14T21:59:00Z,Forest Blakk,Love Me - BYNON Remix,214582,June 2021
2021-06-14T22:01:00Z,Driftwood,Lay Like You Do,123536,June 2021
2021-06-15T19:06:00Z,Driftwood,Lay Like You Do,1610,June 2021
2021-06-15T19:09:00Z,Katastrophic,Make It Right,198138,June 2021
2021-06-15T19:12:00Z,We Three,"hold me, baby",199626,June 2021
2021-06-15T19:15:00Z,Ky Rodgers,Apex,201370,June 2021
2021-06-15T19:18:00Z,Myles Parrish,Dixie Cup,165000,June 2021
2021-06-15T19:21:00Z,Birds of Bellwoods,Melatonin,189209,June 2021
2021-06-15T19:24:00Z,Riley Thomas,Roommate,159235,June 2021
2021-06-15T19:27:00Z,Hudson Thames,Last Call,216346,June 2021
2021-06-15T19:31:00Z,Jeff Pianki,Song About,219320,June 2021
2021-06-15T19:34:00Z,Ollie Joseph,Mexico,174672,June 2021
2021-06-15T19:38:00Z,Famous Exchange,Emocean,260832,June 2021
2021-06-15T19:40:00Z,Grady,500 Days of Summer,113764,June 2021
2021-06-15T19:42:00Z,Rookie,I Freaking Love You,175534,June 2021
2021-06-15T19:45:00Z,PLÜM,SØS (Remix),163960,June 2021
2021-06-15T19:49:00Z,Francis Aud,Without You,226871,June 2021
2021-06-15T19:52:00Z,Thoreau,Dunno,195000,June 2021
2021-06-15T19:55:00Z,Cody Sherman,Everything You Do,179154,June 2021
2021-06-15T19:58:00Z,Yoke Lore,Dead Ringer,219961,June 2021
2021-06-15T20:01:00Z,WESLEY,HOME,186413,June 2021
2021-06-15T20:04:00Z,Beoga,Let You Go (feat. Anderson East),164266,June 2021
2021-06-15T20:08:00Z,The Thing With Feathers,Figure It Out,240841,June 2021
2021-06-15T20:12:00Z,The Hussey Brothers,Ohio,233980,June 2021
2021-06-15T20:15:00Z,Run River North,Wake Up,191013,June 2021
